area_feasible,area_alone,proportion,convex,feasibility,distance,detection,parameter,vero_model,trcy_model,environment
86085.67075343788,150579.18066204994,0.5716970325840922,0,1,1.0359002159050803,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85880.44985983342,150579.18066204994,0.5703341556398681,0,1,0.8068269777678565,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85874.71315833493,150579.18066204994,0.5702960580657329,0,1,0.7086586544542035,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85946.99704440846,150579.18066204994,0.5707760971106774,0,1,0.7964837063344814,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86251.2697682318,150579.18066204994,0.5727967796677583,0,0,-0.08006107595568235,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85832.39912448124,150579.18066204994,0.5700150495380756,0,1,0.0832915879876468,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86152.04566111884,150579.18066204994,0.5721378299598592,0,1,0.7661704433893619,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86011.81089229071,150579.18066204994,0.571206527450365,0,1,0.007071891247280249,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86316.66182682406,150579.18066204994,0.5732310499188299,0,1,0.4780588861967756,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86120.51092176848,150579.18066204994,0.5719284069890891,0,1,0.3932777703120087,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85883.0235055558,150579.18066204994,0.5703512472836868,0,1,0.9317006919593662,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85853.97952357664,150579.18066204994,0.5701583654931799,0,1,2.185541584631313,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85977.56134450846,150579.18066204994,0.5709790753707903,0,1,1.1798195848978534,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85943.52733029144,150579.18066204994,0.5707530546548627,0,1,0.20538252396024737,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85931.55093492259,150579.18066204994,0.5706735191220209,0,1,0.6766270329856803,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85554.05307233281,150579.18066204994,0.56816654663797606,0,1,1.541718450790134,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85791.49652804945,150579.18066204994,0.5697434144006552,0,1,0.830332566584211,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86170.32407455482,150579.18066204994,0.5722592173479139,0,1,0.4034325148319935,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86246.18989204867,150579.18066204994,0.5727630440865127,0,0,-0.36112480335230757,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86386.08281733119,150579.18066204994,0.5736920764047087,0,1,0.04994131628924103,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85929.13786161694,150579.18066204994,0.5706574938435259,0,1,0.45532791516444915,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85886.51789137693,150579.18066204994,0.5703744535848885,0,1,3.810450984739158,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86066.30542977841,150579.18066204994,0.5715684269988159,0,1,1.2928722371718946,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85735.5348071609,150579.18066204994,0.5693717712515658,0,1,1.6971438752179182,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86129.73450441496,150579.18066204994,0.5719896610257091,0,1,0.9105346588767622,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86059.04372394929,150579.18066204994,0.5715202018338417,0,1,0.5629811889911087,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86127.23421451478,150579.18066204994,0.5719730565396893,0,1,3.037788322800007,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86145.37638513371,150579.18066204994,0.5720935391358833,0,1,0.04269145991795131,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86199.15786440817,150579.18066204994,0.5724507032474025,0,1,0.701567683124132,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85978.42836809438,150579.18066204994,0.5709848332955054,0,0,-0.468661981770472,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86107.35854063935,150579.18066204994,0.5718410617062201,0,1,0.23033622633634865,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86238.12857272854,150579.18066204994,0.5727095086689026,0,0,-0.33576855118091764,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85964.8184751193,150579.18066204994,0.5708944496653433,0,1,1.7461195035219266,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86201.59116927485,150579.18066204994,0.5724668628841862,0,1,0.4003767976776013,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86091.839386368345,150579.18066204994,0.5717379986253693,0,1,0.41579067999601627,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85846.28195097194,150579.18066204994,0.5701072457263512,0,1,1.1020241646461986,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86164.1914838897,150579.18066204994,0.5722184906641973,0,1,0.2539043760296509,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85505.39468614825,150579.18066204994,0.5678434051122311,0,1,1.1587731379889585,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86114.7683411826,150579.18066204994,0.5718902703717916,0,1,0.2970483713846619,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86030.50815243699,150579.18066204994,0.5713306964096068,0,1,0.3388895072253859,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86117.33456965907,150579.18066204994,0.5719073127574998,0,1,0.117439442008485,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86080.87688773475,150579.18066204994,0.5716651964053984,0,1,0.5267127764352977,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85511.16353825966,150579.18066204994,0.5678817161993683,0,1,0.453301059308612,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86035.82779148349,150579.18066204994,0.5713660242618578,0,0,-0.24676107677818937,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85703.53374586535,150579.18066204994,0.5691592514254196,0,1,0.29247550543038026,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85850.53170008014,150579.18066204994,0.5701354684135084,0,1,1.6132798966050554,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86034.84141850853,150579.18066204994,0.5713594737349481,0,1,0.09861734471883277,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86065.37524279644,150579.18066204994,0.5715622496044518,0,1,0.4974215819162904,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85503.55521871742,150579.18066204994,0.5678311891642975,0,1,0.47881805652754705,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85707.94535419921,150579.18066204994,0.5691885490236297,0,1,0.23134866058175518,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85796.85284131525,150579.18066204994,0.5697789858072883,0,1,4.309507554402719,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86170.96940246907,150579.18066204994,0.572263502986283,0,1,0.33412324794207116,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86061.83854524954,150579.18066204994,0.5715387623100507,0,1,0.0836195990836206,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85820.08124867266,150579.18066204994,0.5699332462253307,0,1,0.2938093080990303,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86222.41951277037,150579.18066204994,0.572605184419766,0,1,1.5116927321496458,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85857.74460246228,150579.18066204994,0.5701833694736046,0,1,2.734619611382181,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85900.8611115338,150579.18066204994,0.5704697072586952,0,1,4.036935618458034,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85925.22683815936,150579.18066204994,0.5706315206416505,0,1,0.4040577217033974,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85996.94386957059,150579.18066204994,0.5711077951909999,0,1,0.1473270851731936,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86105.36562141552,150579.18066204994,0.5718278266811981,0,1,0.958867226979979,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86097.09514450334,150579.18066204994,0.5717729022429338,0,1,0.38295349534466894,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85954.4625837359,150579.18066204994,0.5708256759388701,0,1,0.5427547542906259,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85834.96686009545,150579.18066204994,0.5700321019327222,0,1,0.42296316123619604,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86149.12137113573,150579.18066204994,0.5721184096789793,0,0,-1.137831678879329,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85958.22837146316,150579.18066204994,0.5708506846267293,0,1,0.5583407547663213,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85976.98483457702,150579.18066204994,0.5709752467543181,0,1,0.4807615663828617,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85651.52330708243,150579.18066204994,0.5688138488368661,0,1,1.4548790697112999,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86189.12621191451,150579.18066204994,0.5723840827992799,0,1,3.0989014942740862,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86112.53360272884,150579.18066204994,0.5718754294193842,0,1,1.2451294602368002,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85719.953250333725,150579.18066204994,0.5692682937538223,0,1,0.9816099695102483,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85907.00881263218,150579.18066204994,0.5705105342911664,0,1,2.326799263201792,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86010.99799010558,150579.18066204994,0.5712011289471884,0,1,1.4611900483532576,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86098.31807171137,150579.18066204994,0.5717810237322569,0,1,0.01657746243030367,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85837.01633173478,150579.18066204994,0.5700457125237104,0,1,0.0020768908902346617,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85876.19513083683,150579.18066204994,0.5703058998811512,0,1,0.2956594695578567,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85990.02894948276,150579.18066204994,0.5710618730385654,0,1,0.18910242758172569,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86153.5368103255,150579.18066204994,0.5721477327179968,0,1,0.55320660380701,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86338.99773553654,150579.18066204994,0.5733793832316709,0,1,0.3756277982938565,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85928.64726682458,150579.18066204994,0.5706542357915814,0,1,0.1637994947924275,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85536.03896916365,150579.18066204994,0.5680469145408298,0,1,0.5594811632927286,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86066.4311861222,150579.18066204994,0.5715692621497527,0,1,0.7962379021982127,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85959.68654985173,150579.18066204994,0.5708603684248623,0,0,-1.224947196577546,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85626.93843303023,150579.18066204994,0.568650580090522,0,1,1.4593719395015796,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86110.36451801857,150579.18066204994,0.5718610244750836,0,1,0.2550993552490348,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86001.05242077284,150579.18066204994,0.5711350801794305,0,1,1.3349782903107577,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85789.86511294158,150579.18066204994,0.5697325801332572,0,1,1.9264665492885116,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85632.80412762884,150579.18066204994,0.5686895343109716,0,1,0.8021284032246401,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85928.84050459642,150579.18066204994,0.5706555190883226,0,1,0.18271149729160907,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85692.87640760864,150579.18066204994,0.5690884757829312,0,1,2.8087672129107095,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85612.9763128959,150579.18066204994,0.5685578573112312,0,1,1.0014442520887779,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86257.41295175655,150579.18066204994,0.5728375766989132,0,1,1.0094091477967517,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85725.64920488144,150579.18066204994,0.5693061207264667,0,1,0.41057351854294577,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85936.20748136974,150579.18066204994,0.5707044433601969,0,1,0.40196021612795074,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85886.5887854284,150579.18066204994,0.5703749243940079,0,1,1.5290438303664668,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85722.24028839466,150579.18066204994,0.5692834820291927,0,1,0.5069275418262804,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85369.28835322121,150579.18066204994,0.566939519645936,0,1,0.5031526688457122,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86091.72147779455,150579.18066204994,0.5717372155916639,0,1,0.01885876975405454,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85935.54446965364,150579.18066204994,0.5707000402832697,0,1,0.14190215846574672,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85943.71727967232,150579.18066204994,0.5707543161133196,0,1,0.022164761142347444,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86051.4343579718,150579.18066204994,0.5714696678493689,0,1,1.0898794582392997,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86134.70833252814,150579.18066204994,0.5720226923391438,0,0,-1.3962118729409916,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86278.41285031113,150579.18066204994,0.5729770375358115,0,0,-0.19682831167112091,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86237.4162819291,150579.18066204994,0.5727047783283846,0,1,0.5359537286383063,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86103.25689390267,150579.18066204994,0.5718138225705132,0,1,0.29217933217779213,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85493.65076125848,150579.18066204994,0.5677654134214931,0,0,-5.157120460788506,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85908.73342167053,150579.18066204994,0.5705219874617227,0,1,0.6332685488012766,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86279.12381789676,150579.18066204994,0.5729817590888343,0,1,1.1163425281734365,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86053.77473212696,150579.18066204994,0.5714852103310378,0,1,0.631717663765873,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86226.35072916345,150579.18066204994,0.5726312917234171,0,0,-0.5737255473089587,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85650.24794424715,150579.18066204994,0.5688053791212675,0,0,-2.01150668339591,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86265.31710747437,150579.18066204994,0.5728900683892191,0,0,-0.3198369797296323,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85797.66882572456,150579.18066204994,0.5697844047795906,0,1,1.9023947550897629,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86127.35348048776,150579.18066204994,0.5719738485879157,0,1,0.9144407344429224,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86008.64139633284,150579.18066204994,0.5711854787506448,0,1,0.9816925021241527,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86059.31847773345,150579.18066204994,0.5715220264804027,0,1,1.069214028339927,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86075.00073976899,150579.18066204994,0.5716261727638835,0,1,0.6910613030814456,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86035.39273221286,150579.18066204994,0.5713631350226633,0,1,1.0686684406122495,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86115.55300506527,150579.18066204994,0.571895481343715,0,1,1.3908908493431538,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85967.82412111858,150579.18066204994,0.5709144102335046,0,1,0.16818625720792468,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85953.38238148026,150579.18066204994,0.5708185022894261,0,1,0.1680866423436833,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85863.74714018426,150579.18066204994,0.5702232324725637,0,1,0.3146863783786942,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85815.5225887021,150579.18066204994,0.5699029720536256,0,0,-5.1035022632000855,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86075.08198165732,150579.18066204994,0.5716267122932392,0,0,-1.1374616917279217,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85930.47961097475,150579.18066204994,0.5706664044336348,0,0,-1.180606321328568,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86265.05025568097,150579.18066204994,0.5728882962199708,0,0,-0.3431559732421654,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85771.9067841652,150579.18066204994,0.5696133184352096,0,1,1.5553500319505806,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86160.21223489965,150579.18066204994,0.5721920643749018,0,1,0.11648945595671978,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86057.14607197026,150579.18066204994,0.5715075994809089,0,1,1.0833017832585847,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85719.31284171228,150579.18066204994,0.5692640407845962,0,1,0.6433705527365794,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86291.39638346025,150579.18066204994,0.57306326149514,0,1,0.4077585109868016,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86050.47514638488,150579.18066204994,0.5714632977018976,0,1,3.2411465781539266,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86021.65325369089,150579.18066204994,0.5712718908117336,0,1,2.321180096137288,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86082.63860101378,150579.18066204994,0.5716768959861193,0,1,0.7200081437020036,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86235.22278898167,150579.18066204994,0.5726902112883876,0,1,0.6099211630856489,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85903.62144992381,150579.18066204994,0.5704880387330589,0,1,0.44183813240884895,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86105.6260810944,150579.18066204994,0.5718295564002585,0,1,0.2012129370156357,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85966.33866247299,150579.18066204994,0.5709045452665213,0,1,0.9803889800907903,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86168.29180406457,150579.18066204994,0.5722457209901749,0,1,0.032918173413261975,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85922.40453452108,150579.18066204994,0.5706127776545663,0,1,0.73512417453841294,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85975.35905269149,150579.18066204994,0.5709644498972867,0,1,1.0984551970656735,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86356.61705679646,150579.18066204994,0.573496393572559,0,1,0.588126942769934,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86352.19714513764,150579.18066204994,0.5734670408317659,0,1,0.5962088410101565,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85897.47581541946,150579.18066204994,0.5704472254248888,0,1,1.3952589094065493,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85641.6925297619,150579.18066204994,0.5687485624056523,0,1,1.0220080578879767,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86099.94906143172,150579.18066204994,0.571791855174646,0,1,0.787717800262159,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86007.46326880333,150579.18066204994,0.571177654777076,0,0,-0.5076624633219818,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86069.69088503312,150579.18066204994,0.5715909098894774,0,1,0.5211194010070561,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86185.18398249915,150579.18066204994,0.57235790235788,0,1,0.5000972170713234,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86073.32481398563,150579.18066204994,0.5716150429000073,0,1,0.2299474187016659,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85645.20998604211,150579.18066204994,0.5687719219183336,0,1,0.9710012490800413,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86056.63277888282,150579.18066204994,0.5715041906890349,0,1,0.7633284956814312,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85626.81131711995,150579.18066204994,0.5686497359106713,0,1,0.6384443491600611,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85759.05596704372,150579.18066204994,0.5695279758462475,0,0,-2.2007575944489743,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85581.28318327054,150579.18066204994,0.5683473824667938,0,0,-1.7337680142273042,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86130.23279655086,150579.18066204994,0.5719929701958992,0,1,0.11777172319387663,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85776.75822144153,150579.18066204994,0.5696455369481208,0,1,0.2977136931936135,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85718.63880353684,150579.18066204994,0.5692595644806844,0,1,2.1226913385358808,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85837.00355889634,150579.18066204994,0.5700456276989798,0,1,0.0720565221696603,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86273.54087678663,150579.18066204994,0.5729446826411768,0,1,0.5186803670894506,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86118.0711382946,150579.18066204994,0.5719122043277176,0,1,0.019903515096428848,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85916.08499745454,150579.18066204994,0.5705708094552525,0,1,0.4217555402870068,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86052.17578678126,150579.18066204994,0.5714745916961198,0,1,0.31845250747483744,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85557.13061877064,150579.18066204994,0.5681869846986979,0,1,4.41382957657318,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86092.71459294434,150579.18066204994,0.5717438108935204,0,1,0.0059131735471660285,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86155.02363377251,150579.18066204994,0.5721576067486593,0,1,0.07006353084567674,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85969.07614637564,150579.18066204994,0.5709227249636788,0,1,1.0209502921203955,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86305.71387701457,150579.18066204994,0.5731583443179536,0,1,0.05587845208665532,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85889.9352877403,150579.18066204994,0.570397148597229,0,1,3.032544066258703,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86091.95990230834,150579.18066204994,0.5717387989746571,0,1,0.8036945719163562,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85943.67999102194,150579.18066204994,0.5707540684784859,0,1,0.6977704169546055,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86087.9656427239,150579.18066204994,0.5717122729996392,0,1,0.4286500974776011,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85769.30832857935,150579.18066204994,0.5695960620284843,0,1,0.021428314726944286,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85810.461886001,150579.18066204994,0.5698693638039404,0,1,3.0647525706508363,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85909.32596076607,150579.18066204994,0.5705259225282633,0,1,0.09559940428165503,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85904.50640660018,150579.18066204994,0.5704939157518637,0,1,0.25152330965404035,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85700.50197612257,150579.18066204994,0.5691391173688425,0,1,6.720537127335441,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86379.62237148212,150579.18066204994,0.573649172426744,0,1,0.0246500198537829,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86206.37279542291,150579.18066204994,0.5724986177796972,0,1,0.5165708201459895,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85959.60332385595,150579.18066204994,0.5708598157190007,0,1,0.2653372908364282,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86201.76203097455,150579.18066204994,0.5724679975808883,0,1,0.009783759721344598,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86088.36237229657,150579.18066204994,0.5717149076903776,0,1,0.04016737313430552,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85910.09886556033,150579.18066204994,0.5705310554077946,0,1,0.4512653523258576,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85975.86722959831,150579.18066204994,0.5709678247124809,0,1,0.4107300172361179,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86152.75504575283,150579.18066204994,0.5721425410004616,0,1,0.11968004250806796,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86226.23981345838,150579.18066204994,0.5726305551295229,0,1,1.05569178559624,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86122.47655430985,150579.18066204994,0.5719414608025893,0,1,1.010465564261758,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85842.05145960541,150579.18066204994,0.5700791509303248,0,1,3.8969830767329956,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86237.73440999501,150579.18066204994,0.5727068910246055,0,1,1.1174666920005467,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85874.37075872642,150579.18066204994,0.5702937841816077,0,1,0.5920713037547181,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85764.28279717437,150579.18066204994,0.5695626873522317,0,0,-2.7114416905452075,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85881.71066455772,150579.18066204994,0.5703425286746978,0,0,-0.9671412263377679,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85258.358885194,150579.18066204994,0.5662028343515979,0,0,-6.4087648999876485,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85955.57847117799,150579.18066204994,0.570833086574505,0,0,-2.7228088819846255,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85999.00253542078,150579.18066204994,0.571121466840966,0,0,-1.2131506283062832,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85796.71800017319,150579.18066204994,0.5697780903239853,0,1,0.5458726817436408,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86168.83811120658,150579.18066204994,0.5722493490291881,0,0,-0.2284205961928265,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86200.79023329378,150579.18066204994,0.5724615438488617,0,1,0.615583007309064,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85812.5478643803,150579.18066204994,0.5698832168370764,0,1,1.1942530382953227,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85835.76554154577,150579.18066204994,0.5700374059956532,0,1,0.10139975694407655,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86146.59710063066,150579.18066204994,0.5721016459371794,0,1,0.3270787713542225,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86185.0472037145,150579.18066204994,0.5723569940066454,0,1,0.050577956963545834,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85848.1819341413,150579.18066204994,0.5701198635607757,0,1,0.5777550124860742,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86120.99094528088,150579.18066204994,0.5719315948369064,0,1,0.2630733553288742,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86055.69164427093,150579.18066204994,0.5714979405911943,0,0,-0.4207367212707238,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85586.51702540088,150579.18066204994,0.5683821405396385,0,0,-1.9254361890772422,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86270.40906461998,150579.18066204994,0.5729238842004303,0,0,-1.146031733294409,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86263.4945829409,150579.18066204994,0.572877964959479,0,0,-0.8951164863367143,1,lambda_j,Beverton-Holt,Beverton-Holt,open
85914.3418746706,150579.18066204994,0.5705592333344616,0,0,-1.0540956114218578,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86268.28609891969,150579.18066204994,0.5729097855335964,0,1,0.5819648801480981,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86127.67430660571,150579.18066204994,0.5719759792019656,0,1,0.525703766453363,1,lambda_j,Beverton-Holt,Beverton-Holt,open
86070.65750308617,150579.18066204994,0.5715973292234703,0,1,0.41510494152188016,1,lambda_j,Beverton-Holt,Beverton-Holt,open
